feature,length,true_h,pred_h,Udist,result_type
exon_1,6000,3.6,2.6981755220678085,0,average
exon_2,6000,3.6,4.423652438872327,6000,average
exon_3,5000,1.0,0.9613520230158383,12000,average
exon_1,6000,3.6,2.68951955638539,0,oneIter
exon_2,6000,3.6,4.459289453917654,6000,oneIter
exon_3,5000,1.0,0.95981575367922,12000,oneIter
exon_1,6000,3.6,2.737621363923975,0,oneIter
exon_2,6000,3.6,4.387630150046493,6000,oneIter
exon_3,5000,1.0,0.9612161232497493,12000,oneIter
exon_1,6000,3.6,2.69507367153654,0,oneIter
exon_2,6000,3.6,4.421407676875277,6000,oneIter
exon_3,5000,1.0,0.9612829994790908,12000,oneIter
exon_1,6000,3.6,2.6936091133728155,0,oneIter
exon_2,6000,3.6,4.41115389956147,6000,oneIter
exon_3,5000,1.0,0.9624499193701038,12000,oneIter
exon_1,6000,3.6,2.7319802623609917,0,oneIter
exon_2,6000,3.6,4.376847271528721,6000,oneIter
exon_3,5000,1.0,0.9638053648270652,12000,oneIter
exon_1,6000,3.6,2.6675027629557992,0,oneIter
exon_2,6000,3.6,4.4589290513519915,6000,oneIter
exon_3,5000,1.0,0.9601290087730147,12000,oneIter
exon_1,6000,3.6,2.711186095523243,0,oneIter
exon_2,6000,3.6,4.381760887387246,6000,oneIter
exon_3,5000,1.0,0.9633817363658648,12000,oneIter
exon_1,6000,3.6,2.7057821798780135,0,oneIter
exon_2,6000,3.6,4.398383650387363,6000,oneIter
exon_3,5000,1.0,0.96251552726425,12000,oneIter
exon_1,6000,3.6,2.653667652879646,0,oneIter
exon_2,6000,3.6,4.466212654581927,6000,oneIter
exon_3,5000,1.0,0.9606080511480275,12000,oneIter
exon_1,6000,3.6,2.6958125618616755,0,oneIter
exon_2,6000,3.6,4.474909693085124,6000,oneIter
exon_3,5000,1.0,0.9583157460019972,12000,oneIter
exon_1,6000,3.6,7.028930727775725,0,average
exon_2,9000,3.6,3.0044960653612263,6000,average
exon_3,5000,1.0,1.0528677463991842,15000,average
exon_1,6000,3.6,7.16004265093359,0,oneIter
exon_2,9000,3.6,2.987535578281324,6000,oneIter
exon_3,5000,1.0,1.0567391323709265,15000,oneIter
exon_1,6000,3.6,7.0375268289717585,0,oneIter
exon_2,9000,3.6,3.0034840922541246,6000,oneIter
exon_3,5000,1.0,1.0528241896469865,15000,oneIter
exon_1,6000,3.6,6.819961295451812,0,oneIter
exon_2,9000,3.6,3.017272150040605,6000,oneIter
exon_3,5000,1.0,1.0512509197993922,15000,oneIter
exon_1,6000,3.6,7.1456105052312076,0,oneIter
exon_2,9000,3.6,2.9967838323703724,6000,oneIter
exon_3,5000,1.0,1.0531774095080857,15000,oneIter
exon_1,6000,3.6,7.146466544595148,0,oneIter
exon_2,9000,3.6,2.998854951132024,6000,oneIter
exon_3,5000,1.0,1.0532396466918106,15000,oneIter
exon_1,6000,3.6,7.16185047794507,0,oneIter
exon_2,9000,3.6,2.9938342200645,6000,oneIter
exon_3,5000,1.0,1.0535086516889731,15000,oneIter
exon_1,6000,3.6,6.7057268718361,0,oneIter
exon_2,9000,3.6,3.0254586224211626,6000,oneIter
exon_3,5000,1.0,1.050788997358495,15000,oneIter
exon_1,6000,3.6,7.110948951920168,0,oneIter
exon_2,9000,3.6,3.0048521710227547,6000,oneIter
exon_3,5000,1.0,1.052098110389482,15000,oneIter
exon_1,6000,3.6,7.141547941864289,0,oneIter
exon_2,9000,3.6,3.0016979981551493,6000,oneIter
exon_3,5000,1.0,1.0513757545692983,15000,oneIter
exon_1,6000,3.6,6.85962520900811,0,oneIter
exon_2,9000,3.6,3.015187037870245,6000,oneIter
exon_3,5000,1.0,1.0536746519683906,15000,oneIter
exon_1,6000,3.6,4.366828630586076,0,average
exon_2,12000,3.6,3.030572298770906,6000,average
exon_3,5000,1.0,1.0423398859154207,18000,average
exon_1,6000,3.6,4.356647350996679,0,oneIter
exon_2,12000,3.6,3.0365802766386603,6000,oneIter
exon_3,5000,1.0,1.0435708807764192,18000,oneIter
exon_1,6000,3.6,4.352668687183479,0,oneIter
exon_2,12000,3.6,3.0321501409883065,6000,oneIter
exon_3,5000,1.0,1.0433779523635587,18000,oneIter
exon_1,6000,3.6,4.397944758543767,0,oneIter
exon_2,12000,3.6,3.0220174971167304,6000,oneIter
exon_3,5000,1.0,1.0417938036760197,18000,oneIter
exon_1,6000,3.6,4.351483918058504,0,oneIter
exon_2,12000,3.6,3.037724749258424,6000,oneIter
exon_3,5000,1.0,1.0415459616373912,18000,oneIter
exon_1,6000,3.6,4.34131651371015,0,oneIter
exon_2,12000,3.6,3.0359015390776403,6000,oneIter
exon_3,5000,1.0,1.0428824824085288,18000,oneIter
exon_1,6000,3.6,4.306520170973977,0,oneIter
exon_2,12000,3.6,3.042999715531745,6000,oneIter
exon_3,5000,1.0,1.0416547279475246,18000,oneIter
exon_1,6000,3.6,4.436242809944321,0,oneIter
exon_2,12000,3.6,3.0184636015345707,6000,oneIter
exon_3,5000,1.0,1.0427239254702243,18000,oneIter
exon_1,6000,3.6,4.37136324074563,0,oneIter
exon_2,12000,3.6,3.0217830675394275,6000,oneIter
exon_3,5000,1.0,1.0428720357047374,18000,oneIter
exon_1,6000,3.6,4.299711593100425,0,oneIter
exon_2,12000,3.6,3.0428303712303992,6000,oneIter
exon_3,5000,1.0,1.0392113939904337,18000,oneIter
exon_1,6000,3.6,4.45438726260383,0,oneIter
exon_2,12000,3.6,3.015272028793155,6000,oneIter
exon_3,5000,1.0,1.0437656951793688,18000,oneIter
exon_1,9000,3.6,3.622005684758564,0,average
exon_2,6000,3.6,4.361905147457537,9000,average
exon_3,5000,1.0,0.9564168221975757,15000,average
exon_1,9000,3.6,3.6200702800503923,0,oneIter
exon_2,6000,3.6,4.353951886575447,9000,oneIter
exon_3,5000,1.0,0.9566189157425593,15000,oneIter
exon_1,9000,3.6,3.609347760499113,0,oneIter
exon_2,6000,3.6,4.361782234780282,9000,oneIter
exon_3,5000,1.0,0.9582327332539294,15000,oneIter
exon_1,9000,3.6,3.635523645074814,0,oneIter
exon_2,6000,3.6,4.334605395985335,9000,oneIter
exon_3,5000,1.0,0.9577979258504902,15000,oneIter
exon_1,9000,3.6,3.617748073735834,0,oneIter
exon_2,6000,3.6,4.362692128322275,9000,oneIter
exon_3,5000,1.0,0.9557845762788513,15000,oneIter
exon_1,9000,3.6,3.6107811214493184,0,oneIter
exon_2,6000,3.6,4.395401798305874,9000,oneIter
exon_3,5000,1.0,0.9553735820340576,15000,oneIter
exon_1,9000,3.6,3.615988014857358,0,oneIter
exon_2,6000,3.6,4.358891614647664,9000,oneIter
exon_3,5000,1.0,0.956841180294992,15000,oneIter
exon_1,9000,3.6,3.623744120698022,0,oneIter
exon_2,6000,3.6,4.367762872584362,9000,oneIter
exon_3,5000,1.0,0.9557364224648038,15000,oneIter
exon_1,9000,3.6,3.6344978902418323,0,oneIter
exon_2,6000,3.6,4.368093976051255,9000,oneIter
exon_3,5000,1.0,0.9554410490914284,15000,oneIter
exon_1,9000,3.6,3.6300714232461777,0,oneIter
exon_2,6000,3.6,4.359195991930444,9000,oneIter
exon_3,5000,1.0,0.9559764300334858,15000,oneIter
exon_1,9000,3.6,3.622284517732778,0,oneIter
exon_2,6000,3.6,4.356673575392447,9000,oneIter
exon_3,5000,1.0,0.9563654069311573,15000,oneIter
exon_1,9000,3.6,5.2821888481098815,0,average
exon_2,9000,3.6,3.1814705888821844,9000,average
exon_3,5000,1.0,1.078521306723879,18000,average
exon_1,9000,3.6,5.22534066437192,0,oneIter
exon_2,9000,3.6,3.1788774899008105,9000,oneIter
exon_3,5000,1.0,1.0788741317240318,18000,oneIter
exon_1,9000,3.6,5.326673778970567,0,oneIter
exon_2,9000,3.6,3.1776351884778995,9000,oneIter
exon_3,5000,1.0,1.0794349525990834,18000,oneIter
exon_1,9000,3.6,5.23141179293348,0,oneIter
exon_2,9000,3.6,3.206231745623496,9000,oneIter
exon_3,5000,1.0,1.0744984152806751,18000,oneIter
exon_1,9000,3.6,5.2995738431023,0,oneIter
exon_2,9000,3.6,3.157334212106409,9000,oneIter
exon_3,5000,1.0,1.0825390330888627,18000,oneIter
exon_1,9000,3.6,5.280051105780558,0,oneIter
exon_2,9000,3.6,3.1725538657699532,9000,oneIter
exon_3,5000,1.0,1.0778572850087875,18000,oneIter
exon_1,9000,3.6,5.350826432835977,0,oneIter
exon_2,9000,3.6,3.1617969539538335,9000,oneIter
exon_3,5000,1.0,1.0791816344169687,18000,oneIter
exon_1,9000,3.6,5.200808416272906,0,oneIter
exon_2,9000,3.6,3.2054398911571296,9000,oneIter
exon_3,5000,1.0,1.0761224063516033,18000,oneIter
exon_1,9000,3.6,5.385949679030482,0,oneIter
exon_2,9000,3.6,3.183186209863438,9000,oneIter
exon_3,5000,1.0,1.0795802685889349,18000,oneIter
exon_1,9000,3.6,5.29270713895471,0,oneIter
exon_2,9000,3.6,3.168876196273559,9000,oneIter
exon_3,5000,1.0,1.0804070682330091,18000,oneIter
exon_1,9000,3.6,5.228545628845902,0,oneIter
exon_2,9000,3.6,3.202774135695321,9000,oneIter
exon_3,5000,1.0,1.0767178719468327,18000,oneIter
exon_1,9000,3.6,3.6280816361807364,0,average
exon_2,12000,3.6,3.4439132681047524,9000,average
exon_3,5000,1.0,0.9968039375050264,21000,average
exon_1,9000,3.6,3.641609920511733,0,oneIter
exon_2,12000,3.6,3.4413909473273248,9000,oneIter
exon_3,5000,1.0,0.9985434202213042,21000,oneIter
exon_1,9000,3.6,3.6389176702205934,0,oneIter
exon_2,12000,3.6,3.44199264167359,9000,oneIter
exon_3,5000,1.0,0.99746378276784,21000,oneIter
exon_1,9000,3.6,3.62506003141218,0,oneIter
exon_2,12000,3.6,3.4404687004650647,9000,oneIter
exon_3,5000,1.0,0.9956089304465706,21000,oneIter
exon_1,9000,3.6,3.6422399543271236,0,oneIter
exon_2,12000,3.6,3.4421032148928488,9000,oneIter
exon_3,5000,1.0,0.9959364556713743,21000,oneIter
exon_1,9000,3.6,3.600640753505334,0,oneIter
exon_2,12000,3.6,3.452347948948217,9000,oneIter
exon_3,5000,1.0,0.9969093009397348,21000,oneIter
exon_1,9000,3.6,3.6306868931323817,0,oneIter
exon_2,12000,3.6,3.4461643954864196,9000,oneIter
exon_3,5000,1.0,0.9964173251936004,21000,oneIter
exon_1,9000,3.6,3.610398652052634,0,oneIter
exon_2,12000,3.6,3.4461627107773416,9000,oneIter
exon_3,5000,1.0,0.9975135872862072,21000,oneIter
exon_1,9000,3.6,3.6303380360885473,0,oneIter
exon_2,12000,3.6,3.4388010068683315,9000,oneIter
exon_3,5000,1.0,0.9970312937296356,21000,oneIter
exon_1,9000,3.6,3.6372218786075443,0,oneIter
exon_2,12000,3.6,3.444133223456971,9000,oneIter
exon_3,5000,1.0,0.9955893290333468,21000,oneIter
exon_1,9000,3.6,3.623702571949301,0,oneIter
exon_2,12000,3.6,3.4455678911514127,9000,oneIter
exon_3,5000,1.0,0.9970259497606508,21000,oneIter
exon_1,12000,3.6,4.65068283655008,0,average
exon_2,6000,3.6,3.313801021000204,12000,average
exon_3,5000,1.0,0.9844498270502056,18000,average
exon_1,12000,3.6,4.637845638471848,0,oneIter
exon_2,6000,3.6,3.323244923747022,12000,oneIter
exon_3,5000,1.0,0.9855512428573349,18000,oneIter
exon_1,12000,3.6,4.655182748146788,0,oneIter
exon_2,6000,3.6,3.3125333543096356,12000,oneIter
exon_3,5000,1.0,0.9837691909717393,18000,oneIter
exon_1,12000,3.6,4.657161980274814,0,oneIter
exon_2,6000,3.6,3.310691041337767,12000,oneIter
exon_3,5000,1.0,0.9832081344907189,18000,oneIter
exon_1,12000,3.6,4.641941150446764,0,oneIter
exon_2,6000,3.6,3.313061142805403,12000,oneIter
exon_3,5000,1.0,0.9846264446193717,18000,oneIter
exon_1,12000,3.6,4.644781956864083,0,oneIter
exon_2,6000,3.6,3.3205643480664584,12000,oneIter
exon_3,5000,1.0,0.984879186223937,18000,oneIter
exon_1,12000,3.6,4.672830053905718,0,oneIter
exon_2,6000,3.6,3.304406808283959,12000,oneIter
exon_3,5000,1.0,0.9857348524257089,18000,oneIter
exon_1,12000,3.6,4.628763213748507,0,oneIter
exon_2,6000,3.6,3.3253190670527566,12000,oneIter
exon_3,5000,1.0,0.9835210738759428,18000,oneIter
exon_1,12000,3.6,4.660152427308211,0,oneIter
exon_2,6000,3.6,3.3043547467241736,12000,oneIter
exon_3,5000,1.0,0.9839828716987011,18000,oneIter
exon_1,12000,3.6,4.656751972894774,0,oneIter
exon_2,6000,3.6,3.31360645816216,12000,oneIter
exon_3,5000,1.0,0.984317930621681,18000,oneIter
exon_1,12000,3.6,4.651417223439286,0,oneIter
exon_2,6000,3.6,3.3102283195127034,12000,oneIter
exon_3,5000,1.0,0.9849073427169206,18000,oneIter
exon_1,12000,3.6,4.761804560851265,0,average
exon_2,9000,3.6,2.9731494572585135,12000,average
exon_3,5000,1.0,1.2956448695762832,21000,average
exon_1,12000,3.6,4.764776690716371,0,oneIter
exon_2,9000,3.6,2.9737386483818256,12000,oneIter
exon_3,5000,1.0,1.2975448158808134,21000,oneIter
exon_1,12000,3.6,4.764674957781954,0,oneIter
exon_2,9000,3.6,2.974671760683364,12000,oneIter
exon_3,5000,1.0,1.2943377949781811,21000,oneIter
exon_1,12000,3.6,4.737558430709783,0,oneIter
exon_2,9000,3.6,2.980759711723798,12000,oneIter
exon_3,5000,1.0,1.2902546454411061,21000,oneIter
exon_1,12000,3.6,4.780819335634752,0,oneIter
exon_2,9000,3.6,2.9687573598099055,12000,oneIter
exon_3,5000,1.0,1.3003028358707804,21000,oneIter
exon_1,12000,3.6,4.756130829923632,0,oneIter
exon_2,9000,3.6,2.975061959099562,12000,oneIter
exon_3,5000,1.0,1.2953745696570784,21000,oneIter
exon_1,12000,3.6,4.822024428434065,0,oneIter
exon_2,9000,3.6,2.9664446976051995,12000,oneIter
exon_3,5000,1.0,1.2999096634305976,21000,oneIter
exon_1,12000,3.6,4.714638575197703,0,oneIter
exon_2,9000,3.6,2.9765561377228575,12000,oneIter
exon_3,5000,1.0,1.292052102109402,21000,oneIter
exon_1,12000,3.6,4.749355130400876,0,oneIter
exon_2,9000,3.6,2.974946820379517,12000,oneIter
exon_3,5000,1.0,1.2931786273882655,21000,oneIter
exon_1,12000,3.6,4.770061960688276,0,oneIter
exon_2,9000,3.6,2.974161146479981,12000,oneIter
exon_3,5000,1.0,1.2990010397664153,21000,oneIter
exon_1,12000,3.6,4.758005269025239,0,oneIter
exon_2,9000,3.6,2.9663963306991254,12000,oneIter
exon_3,5000,1.0,1.2944926012401927,21000,oneIter
exon_1,12000,3.6,3.4466528537242347,0,average
exon_2,12000,3.6,3.9427681771301555,12000,average
exon_3,5000,1.0,0.9164289237400838,24000,average
exon_1,12000,3.6,3.4424456740508167,0,oneIter
exon_2,12000,3.6,3.9471730441079314,12000,oneIter
exon_3,5000,1.0,0.916552074766499,24000,oneIter
exon_1,12000,3.6,3.4572380799759985,0,oneIter
exon_2,12000,3.6,3.936828120880734,12000,oneIter
exon_3,5000,1.0,0.9159309480246417,24000,oneIter
exon_1,12000,3.6,3.4542950668890584,0,oneIter
exon_2,12000,3.6,3.9457184287427314,12000,oneIter
exon_3,5000,1.0,0.9163835372578844,24000,oneIter
exon_1,12000,3.6,3.440798682546642,0,oneIter
exon_2,12000,3.6,3.9375791920192267,12000,oneIter
exon_3,5000,1.0,0.9166898703883191,24000,oneIter
exon_1,12000,3.6,3.4385727506202293,0,oneIter
exon_2,12000,3.6,3.9428235441871746,12000,oneIter
exon_3,5000,1.0,0.9162978060171653,24000,oneIter
exon_1,12000,3.6,3.4474720154259524,0,oneIter
exon_2,12000,3.6,3.9370310618891144,12000,oneIter
exon_3,5000,1.0,0.9171544837647185,24000,oneIter
exon_1,12000,3.6,3.451219627914936,0,oneIter
exon_2,12000,3.6,3.951927745403008,12000,oneIter
exon_3,5000,1.0,0.9139082586827539,24000,oneIter
exon_1,12000,3.6,3.443942366078613,0,oneIter
exon_2,12000,3.6,3.942778961513784,12000,oneIter
exon_3,5000,1.0,0.9172138714176026,24000,oneIter
exon_1,12000,3.6,3.445674844038903,0,oneIter
exon_2,12000,3.6,3.9329487632479183,12000,oneIter
exon_3,5000,1.0,0.9175933210861051,24000,oneIter
exon_1,12000,3.6,3.444869429701196,0,oneIter
exon_2,12000,3.6,3.9528729093099324,12000,oneIter
exon_3,5000,1.0,0.9165650659951479,24000,oneIter
