feature,length,true_h,pred_h,Udist,result_type
exon_1,500,0.6,3.520537319548247,0,average
exon_2,500,1.0,0.6764993314293815,500,average
exon_3,5000,1.0,0.9643116761415892,1000,average
exon_1,500,0.6,2.929257519582145,0,oneIter
exon_2,500,1.0,0.6855102415179928,500,oneIter
exon_3,5000,1.0,0.963034957821136,1000,oneIter
exon_1,500,0.6,3.0603326833851,0,oneIter
exon_2,500,1.0,0.6799868767907233,500,oneIter
exon_3,5000,1.0,0.9646637316337892,1000,oneIter
exon_1,500,0.6,4.081005731253128,0,oneIter
exon_2,500,1.0,0.6570720471489956,500,oneIter
exon_3,5000,1.0,0.9659631941401905,1000,oneIter
exon_1,500,0.6,2.889981836853914,0,oneIter
exon_2,500,1.0,0.6758541888771125,500,oneIter
exon_3,5000,1.0,0.9650106364968638,1000,oneIter
exon_1,500,0.6,3.333248211286737,0,oneIter
exon_2,500,1.0,0.666874010932734,500,oneIter
exon_3,5000,1.0,0.9649918245823546,1000,oneIter
exon_1,500,0.6,2.4654030124377466,0,oneIter
exon_2,500,1.0,0.7032553859238491,500,oneIter
exon_3,5000,1.0,0.9647231402518305,1000,oneIter
exon_1,500,0.6,4.03796400822013,0,oneIter
exon_2,500,1.0,0.6689654705470472,500,oneIter
exon_3,5000,1.0,0.9635330696744813,1000,oneIter
exon_1,500,0.6,5.5487360718006435,0,oneIter
exon_2,500,1.0,0.6627115982474316,500,oneIter
exon_3,5000,1.0,0.9654926537568475,1000,oneIter
exon_1,500,0.6,3.7469112464918237,0,oneIter
exon_2,500,1.0,0.6964517442140628,500,oneIter
exon_3,5000,1.0,0.962430993331574,1000,oneIter
exon_1,500,0.6,3.1125328741711042,0,oneIter
exon_2,500,1.0,0.668311750093865,500,oneIter
exon_3,5000,1.0,0.9632725597268236,1000,oneIter
exon_1,500,0.6,0.8272788210038937,0,average
exon_2,1000,1.0,0.5852684849921076,500,average
exon_3,5000,1.0,0.9912877278966314,1500,average
exon_1,500,0.6,0.8116824540289131,0,oneIter
exon_2,1000,1.0,0.5828716312574556,500,oneIter
exon_3,5000,1.0,0.9921239721583143,1500,oneIter
exon_1,500,0.6,0.7867053556156708,0,oneIter
exon_2,1000,1.0,0.5960839109155119,500,oneIter
exon_3,5000,1.0,0.9867175433674634,1500,oneIter
exon_1,500,0.6,0.8940165162619648,0,oneIter
exon_2,1000,1.0,0.5734515564966226,500,oneIter
exon_3,5000,1.0,0.9927698194207761,1500,oneIter
exon_1,500,0.6,0.782272378781499,0,oneIter
exon_2,1000,1.0,0.588179598408674,500,oneIter
exon_3,5000,1.0,0.9925136310349396,1500,oneIter
exon_1,500,0.6,0.7644830049847845,0,oneIter
exon_2,1000,1.0,0.594962731547783,500,oneIter
exon_3,5000,1.0,0.9869472744401738,1500,oneIter
exon_1,500,0.6,0.8214972751708283,0,oneIter
exon_2,1000,1.0,0.5896940832862532,500,oneIter
exon_3,5000,1.0,0.9929535982335874,1500,oneIter
exon_1,500,0.6,0.9107746897067321,0,oneIter
exon_2,1000,1.0,0.5753782435247867,500,oneIter
exon_3,5000,1.0,0.9945977415104341,1500,oneIter
exon_1,500,0.6,0.8644372130640435,0,oneIter
exon_2,1000,1.0,0.5795711120289732,500,oneIter
exon_3,5000,1.0,0.9939106759421822,1500,oneIter
exon_1,500,0.6,0.8064056935445018,0,oneIter
exon_2,1000,1.0,0.592145473878364,500,oneIter
exon_3,5000,1.0,0.9910724063303306,1500,oneIter
exon_1,500,0.6,0.8305136288799996,0,oneIter
exon_2,1000,1.0,0.5803465085766508,500,oneIter
exon_3,5000,1.0,0.9892706165281138,1500,oneIter
exon_1,500,0.6,0.7547071995932729,0,average
exon_2,1500,1.0,1.5358953344680624,500,average
exon_3,5000,1.0,0.9495795995429326,2000,average
exon_1,500,0.6,0.7438982532397981,0,oneIter
exon_2,1500,1.0,1.556278256766341,500,oneIter
exon_3,5000,1.0,0.9481234794402407,2000,oneIter
exon_1,500,0.6,0.7293372802862447,0,oneIter
exon_2,1500,1.0,1.5229851817679287,500,oneIter
exon_3,5000,1.0,0.9503467689369323,2000,oneIter
exon_1,500,0.6,0.7566815933150616,0,oneIter
exon_2,1500,1.0,1.5438509017104363,500,oneIter
exon_3,5000,1.0,0.9501414225638883,2000,oneIter
exon_1,500,0.6,0.71083521566062,0,oneIter
exon_2,1500,1.0,1.5489229825785455,500,oneIter
exon_3,5000,1.0,0.9483242484293594,2000,oneIter
exon_1,500,0.6,0.8388125428154837,0,oneIter
exon_2,1500,1.0,1.5241915471134353,500,oneIter
exon_3,5000,1.0,0.950916427952633,2000,oneIter
exon_1,500,0.6,0.7687728634496571,0,oneIter
exon_2,1500,1.0,1.4681538800712608,500,oneIter
exon_3,5000,1.0,0.9537414526860925,2000,oneIter
exon_1,500,0.6,0.6857691710118472,0,oneIter
exon_2,1500,1.0,1.5743130469159692,500,oneIter
exon_3,5000,1.0,0.9480898267491011,2000,oneIter
exon_1,500,0.6,0.7015649480190879,0,oneIter
exon_2,1500,1.0,1.5467080601287864,500,oneIter
exon_3,5000,1.0,0.9494722699990475,2000,oneIter
exon_1,500,0.6,0.7608552694814044,0,oneIter
exon_2,1500,1.0,1.5198062320088315,500,oneIter
exon_3,5000,1.0,0.9488485198368081,2000,oneIter
exon_1,500,0.6,0.8505448586535246,0,oneIter
exon_2,1500,1.0,1.553743255619087,500,oneIter
exon_3,5000,1.0,0.9477915788352217,2000,oneIter
exon_1,1000,0.6,2555264715706468.0,0,average
exon_2,500,1.0,0.25599238157489507,1000,average
exon_3,5000,1.0,0.9285929502058985,1500,average
exon_1,1000,0.6,177.2993100925666,0,oneIter
exon_2,500,1.0,0.25232109986680057,1000,oneIter
