feature,start,end,length,txrate,is_intron,intron_h,is_PAS,PAS_h,time
exon_1,0,1500,1500,0.8,False,0,False,0,1.875
exon_2,1500,3000,1500,0.8,False,0,False,0,1.875
exon_3,3000,8000,5000,1.0,False,0,False,0,5.0
PAS,8000,8001,1,1.0,False,0,True,5,0.001
RTR,8001,13001,5000,1.0,False,0,False,0,5.0
