feature,length,true_h,pred_h,Udist,result_type
exon_1,500,1.0,0.8769258936354075,0,average
exon_2,500,3.6,0.9483362392870098,500,average
exon_3,5000,1.0,0.9935049430894354,1000,average
exon_1,500,1.0,0.8874904571062092,0,oneIter
exon_2,500,3.6,0.916179947406102,500,oneIter
exon_3,5000,1.0,0.996134900595609,1000,oneIter
exon_1,500,1.0,0.8698871949912094,0,oneIter
exon_2,500,3.6,0.9585864374218227,500,oneIter
exon_3,5000,1.0,0.9928549179276815,1000,oneIter
exon_1,500,1.0,0.8637025673977159,0,oneIter
exon_2,500,3.6,0.978695783351921,500,oneIter
exon_3,5000,1.0,0.9906189487855116,1000,oneIter
exon_1,500,1.0,0.882300814381553,0,oneIter
exon_2,500,3.6,0.9375801176174283,500,oneIter
exon_3,5000,1.0,0.9945442743949787,1000,oneIter
exon_1,500,1.0,0.8515532091981397,0,oneIter
exon_2,500,3.6,0.9701507119964238,500,oneIter
exon_3,5000,1.0,0.9918577324866046,1000,oneIter
exon_1,500,1.0,0.8882556025132389,0,oneIter
exon_2,500,3.6,0.9689030605965154,500,oneIter
exon_3,5000,1.0,0.9916282960749647,1000,oneIter
exon_1,500,1.0,0.9013264616496325,0,oneIter
exon_2,500,3.6,0.9234977049814717,500,oneIter
exon_3,5000,1.0,0.9948337032544664,1000,oneIter
exon_1,500,1.0,0.8840262420735882,0,oneIter
exon_2,500,3.6,0.9564419540126781,500,oneIter
exon_3,5000,1.0,0.9920612574208444,1000,oneIter
exon_1,500,1.0,0.8857405574627735,0,oneIter
exon_2,500,3.6,0.9286692455962143,500,oneIter
exon_3,5000,1.0,0.9960057879628652,1000,oneIter
exon_1,500,1.0,0.8549758295800144,0,oneIter
exon_2,500,3.6,0.9446574298895214,500,oneIter
exon_3,5000,1.0,0.9945096119908273,1000,oneIter
exon_1,500,1.0,1.0302088290713276,0,average
exon_2,1000,3.6,3.5751074636274325,500,average
exon_3,5000,1.0,1.0484476350293352,1500,average
exon_1,500,1.0,0.9493253394337512,0,oneIter
exon_2,1000,3.6,3.680113373863421,500,oneIter
exon_3,5000,1.0,1.0498007786889652,1500,oneIter
exon_1,500,1.0,1.0300627139964624,0,oneIter
exon_2,1000,3.6,3.438452463053963,500,oneIter
exon_3,5000,1.0,1.0517969476571893,1500,oneIter
exon_1,500,1.0,1.0574048339031843,0,oneIter
exon_2,1000,3.6,3.402818108519307,500,oneIter
exon_3,5000,1.0,1.048029221887562,1500,oneIter
exon_1,500,1.0,1.1241503893572282,0,oneIter
exon_2,1000,3.6,3.5894645606313342,500,oneIter
exon_3,5000,1.0,1.0467149061647132,1500,oneIter
exon_1,500,1.0,1.004816228725994,0,oneIter
exon_2,1000,3.6,3.4554065708770976,500,oneIter
exon_3,5000,1.0,1.0481585445453523,1500,oneIter
exon_1,500,1.0,1.0597733216401493,0,oneIter
exon_2,1000,3.6,3.595958469210602,500,oneIter
exon_3,5000,1.0,1.0462377945044385,1500,oneIter
exon_1,500,1.0,1.028047115633894,0,oneIter
exon_2,1000,3.6,3.6657675754030556,500,oneIter
exon_3,5000,1.0,1.0479142926733103,1500,oneIter
exon_1,500,1.0,1.0583345381771097,0,oneIter
exon_2,1000,3.6,3.439207850954477,500,oneIter
exon_3,5000,1.0,1.0470497652675002,1500,oneIter
exon_1,500,1.0,1.02853190934273,0,oneIter
exon_2,1000,3.6,3.7130682761448806,500,oneIter
exon_3,5000,1.0,1.0504329298268544,1500,oneIter
exon_1,500,1.0,0.9616419005027712,0,oneIter
exon_2,1000,3.6,3.770817387616179,500,oneIter
exon_3,5000,1.0,1.0483411690774682,1500,oneIter
exon_1,500,1.0,2.5466566102617285e+19,0,average
exon_2,1500,3.6,0.8033046884348576,500,average
exon_3,5000,1.0,1.3289418843433494,2000,average
exon_1,500,1.0,9.818963694740552e+19,0,oneIter
exon_2,1500,3.6,0.8029591889264506,500,oneIter
exon_3,5000,1.0,1.3227430870394448,2000,oneIter
exon_1,500,1.0,7.11297872783668e+18,0,oneIter
exon_2,1500,3.6,0.8313884155856184,500,oneIter
exon_3,5000,1.0,1.3121723630417583,2000,oneIter
exon_1,500,1.0,19610779140090.363,0,oneIter
exon_2,1500,3.6,0.7991511558085935,500,oneIter
exon_3,5000,1.0,1.3341610095025913,2000,oneIter
exon_1,500,1.0,5.203834088543954e+16,0,oneIter
exon_2,1500,3.6,0.8005855461774907,500,oneIter
exon_3,5000,1.0,1.330615962907897,2000,oneIter
exon_1,500,1.0,3.658234434549354e+17,0,oneIter
exon_2,1500,3.6,0.7902084624404375,500,oneIter
exon_3,5000,1.0,1.3365503475549343,2000,oneIter
exon_1,500,1.0,1.4894373547495005e+20,0,oneIter
exon_2,1500,3.6,0.7872514815506019,500,oneIter
exon_3,5000,1.0,1.3386686019059222,2000,oneIter
exon_1,500,1.0,496092450075293.94,0,oneIter
exon_2,1500,3.6,0.8178210574031768,500,oneIter
exon_3,5000,1.0,1.316000732490884,2000,oneIter
exon_1,500,1.0,3934262745922.6323,0,oneIter
exon_2,1500,3.6,0.7896125609972517,500,oneIter
exon_3,5000,1.0,1.3393798367687426,2000,oneIter
exon_1,500,1.0,226729812809243.22,0,oneIter
exon_2,1500,3.6,0.8025085634749246,500,oneIter
exon_3,5000,1.0,1.33649503709282,2000,oneIter
exon_1,500,1.0,701724335434232.5,0,oneIter
exon_2,1500,3.6,0.8115604519840305,500,oneIter
exon_3,5000,1.0,1.3226318651284976,2000,oneIter
exon_1,1000,1.0,0.9205242431628887,0,average
exon_2,500,3.6,0.5126949554147033,1000,average
exon_3,5000,1.0,1.063673623830447,1500,average
exon_1,1000,1.0,0.9115409916971975,0,oneIter
exon_2,500,3.6,0.5202257691106513,1000,oneIter
exon_3,5000,1.0,1.059764405584068,1500,oneIter
exon_1,1000,1.0,0.9215551253694756,0,oneIter
exon_2,500,3.6,0.5172630998517616,1000,oneIter
exon_3,5000,1.0,1.0612914413612284,1500,oneIter
exon_1,1000,1.0,0.9206894417764392,0,oneIter
exon_2,500,3.6,0.5097419043979645,1000,oneIter
exon_3,5000,1.0,1.0642568299352508,1500,oneIter
exon_1,1000,1.0,0.9213079293180906,0,oneIter
exon_2,500,3.6,0.5098349253012251,1000,oneIter
exon_3,5000,1.0,1.0659696538347543,1500,oneIter
exon_1,1000,1.0,0.9064145394559575,0,oneIter
exon_2,500,3.6,0.5187426091494839,1000,oneIter
exon_3,5000,1.0,1.0618840487757795,1500,oneIter
exon_1,1000,1.0,0.9488046703279919,0,oneIter
exon_2,500,3.6,0.5031613958516377,1000,oneIter
exon_3,5000,1.0,1.0668214623505352,1500,oneIter
exon_1,1000,1.0,0.9276399493224069,0,oneIter
exon_2,500,3.6,0.5079082390894488,1000,oneIter
exon_3,5000,1.0,1.0644440540577649,1500,oneIter
exon_1,1000,1.0,0.922344703265373,0,oneIter
exon_2,500,3.6,0.5187827232043437,1000,oneIter
exon_3,5000,1.0,1.059921567694397,1500,oneIter
exon_1,1000,1.0,0.9267752904479706,0,oneIter
exon_2,500,3.6,0.5069165366179204,1000,oneIter
exon_3,5000,1.0,1.0673206724538449,1500,oneIter
exon_1,1000,1.0,0.8981697906479841,0,oneIter
exon_2,500,3.6,0.5143723515725959,1000,oneIter
exon_3,5000,1.0,1.0650621022568492,1500,oneIter
exon_1,1000,1.0,0.5711677609379806,0,average
exon_2,1500,3.6,8.743520686309367,1000,average
exon_3,5000,1.0,1.0327491697233795,2500,average
exon_1,1000,1.0,0.5163188242046358,0,oneIter
exon_2,1500,3.6,12.190732952247906,1000,oneIter
exon_3,5000,1.0,1.0280332739285278,2500,oneIter
exon_1,1000,1.0,0.48905296957258987,0,oneIter
exon_2,1500,3.6,8.942738518272682,1000,oneIter
exon_3,5000,1.0,1.0390779325145685,2500,oneIter
exon_1,1000,1.0,0.6140497958545089,0,oneIter
exon_2,1500,3.6,7.504539067653326,1000,oneIter
exon_3,5000,1.0,1.0334537298231112,2500,oneIter
exon_1,1000,1.0,0.5715957407030605,0,oneIter
exon_2,1500,3.6,8.205176887020505,1000,oneIter
exon_3,5000,1.0,1.0345535748764907,2500,oneIter
exon_1,1000,1.0,0.5386599886058414,0,oneIter
exon_2,1500,3.6,13.52377489053756,1000,oneIter
exon_3,5000,1.0,1.0225876348818417,2500,oneIter
exon_1,1000,1.0,0.5933651009692168,0,oneIter
exon_2,1500,3.6,7.314498860660977,1000,oneIter
exon_3,5000,1.0,1.0340083249721739,2500,oneIter
exon_1,1000,1.0,0.6298034406745443,0,oneIter
exon_2,1500,3.6,7.347506222819019,1000,oneIter
exon_3,5000,1.0,1.0295199278240224,2500,oneIter
exon_1,1000,1.0,0.5722186118357118,0,oneIter
exon_2,1500,3.6,7.581021420108455,1000,oneIter
exon_3,5000,1.0,1.0362778740586776,2500,oneIter
exon_1,1000,1.0,0.6091459204066595,0,oneIter
exon_2,1500,3.6,5.691346343817714,1000,oneIter
exon_3,5000,1.0,1.0393659567852995,2500,oneIter
exon_1,1000,1.0,0.5774672165530375,0,oneIter
exon_2,1500,3.6,9.133871699955531,1000,oneIter
exon_3,5000,1.0,1.0306134675690812,2500,oneIter
exon_1,1500,1.0,0.9482008812084661,0,average
exon_2,500,3.6,1.7787563728233557,1500,average
exon_3,5000,1.0,1.0563741060532972,2000,average
exon_1,1500,1.0,0.948734843161602,0,oneIter
exon_2,500,3.6,1.761412138902555,1500,oneIter
exon_3,5000,1.0,1.0568768219677622,2000,oneIter
exon_1,1500,1.0,0.9656606666004355,0,oneIter
exon_2,500,3.6,1.6538029784801658,1500,oneIter
exon_3,5000,1.0,1.057399796653688,2000,oneIter
exon_1,1500,1.0,0.9360075002808956,0,oneIter
exon_2,500,3.6,1.8858585034028528,1500,oneIter
exon_3,5000,1.0,1.0555463403530359,2000,oneIter
exon_1,1500,1.0,0.9472106536835863,0,oneIter
exon_2,500,3.6,1.7550978368771006,1500,oneIter
exon_3,5000,1.0,1.057569212601832,2000,oneIter
exon_1,1500,1.0,0.9617989983146096,0,oneIter
exon_2,500,3.6,1.7365307386924613,1500,oneIter
exon_3,5000,1.0,1.0562402319891853,2000,oneIter
exon_1,1500,1.0,0.9390383314349814,0,oneIter
exon_2,500,3.6,1.8086936139473435,1500,oneIter
exon_3,5000,1.0,1.0576296164275025,2000,oneIter
exon_1,1500,1.0,0.9425303784200847,0,oneIter
exon_2,500,3.6,1.8494819247685754,1500,oneIter
exon_3,5000,1.0,1.053896426010621,2000,oneIter
exon_1,1500,1.0,0.9526056603302535,0,oneIter
exon_2,500,3.6,1.764129059074028,1500,oneIter
exon_3,5000,1.0,1.0569868050330233,2000,oneIter
exon_1,1500,1.0,0.9368610753422244,0,oneIter
exon_2,500,3.6,1.8658130856466795,1500,oneIter
exon_3,5000,1.0,1.0535162556850064,2000,oneIter
exon_1,1500,1.0,0.9515607045159888,0,oneIter
exon_2,500,3.6,1.7067438484417963,1500,oneIter
exon_3,5000,1.0,1.0580795538113164,2000,oneIter
exon_1,1500,1.0,1.3585642996708498,0,average
exon_2,1000,3.6,1.3013047393062722,1500,average
exon_3,5000,1.0,1.0554458646344613,2500,average
exon_1,1500,1.0,1.3590576459630679,0,oneIter
exon_2,1000,3.6,1.2949463424591514,1500,oneIter
exon_3,5000,1.0,1.0563685262163875,2500,oneIter
exon_1,1500,1.0,1.3620630160816973,0,oneIter
exon_2,1000,3.6,1.2916635295235153,1500,oneIter
exon_3,5000,1.0,1.0563090664681896,2500,oneIter
exon_1,1500,1.0,1.3594292115843798,0,oneIter
exon_2,1000,3.6,1.296525130986246,1500,oneIter
exon_3,5000,1.0,1.0569106921655054,2500,oneIter
exon_1,1500,1.0,1.3479281423836325,0,oneIter
exon_2,1000,3.6,1.308020866815626,1500,oneIter
exon_3,5000,1.0,1.0553135920852583,2500,oneIter
exon_1,1500,1.0,1.3658552059566524,0,oneIter
exon_2,1000,3.6,1.306823777545757,1500,oneIter
exon_3,5000,1.0,1.05398542097868,2500,oneIter
exon_1,1500,1.0,1.3502366848655736,0,oneIter
exon_2,1000,3.6,1.3139578315184264,1500,oneIter
exon_3,5000,1.0,1.0543921057050596,2500,oneIter
exon_1,1500,1.0,1.3662703044587048,0,oneIter
exon_2,1000,3.6,1.296507089594227,1500,oneIter
exon_3,5000,1.0,1.0552787934349428,2500,oneIter
exon_1,1500,1.0,1.3581475346108602,0,oneIter
exon_2,1000,3.6,1.3148354536110103,1500,oneIter
exon_3,5000,1.0,1.0538872784656108,2500,oneIter
exon_1,1500,1.0,1.3573016485262057,0,oneIter
exon_2,1000,3.6,1.294413777693719,1500,oneIter
exon_3,5000,1.0,1.055565286060289,2500,oneIter
exon_1,1500,1.0,1.359353602277725,0,oneIter
exon_2,1000,3.6,1.2953535933150444,1500,oneIter
exon_3,5000,1.0,1.0564478847646892,2500,oneIter
exon_1,1500,1.0,0.914754402657442,0,average
exon_2,1500,3.6,2.1983958499329437,1500,average
exon_3,5000,1.0,1.058336111383713,3000,average
exon_1,1500,1.0,0.8981229119321413,0,oneIter
exon_2,1500,3.6,2.2215427620120933,1500,oneIter
exon_3,5000,1.0,1.0576090159263396,3000,oneIter
exon_1,1500,1.0,0.9403621775071171,0,oneIter
exon_2,1500,3.6,2.1355141878750943,1500,oneIter
exon_3,5000,1.0,1.0564007139866696,3000,oneIter
exon_1,1500,1.0,0.9145071735943823,0,oneIter
exon_2,1500,3.6,2.206144336644031,1500,oneIter
exon_3,5000,1.0,1.058870466571763,3000,oneIter
exon_1,1500,1.0,0.929973055624611,0,oneIter
exon_2,1500,3.6,2.17773082045799,1500,oneIter
exon_3,5000,1.0,1.057817890569444,3000,oneIter
exon_1,1500,1.0,0.9087953807085976,0,oneIter
exon_2,1500,3.6,2.1900510574027985,1500,oneIter
exon_3,5000,1.0,1.0590785881481695,3000,oneIter
exon_1,1500,1.0,0.892141999126989,0,oneIter
exon_2,1500,3.6,2.2648805392350777,1500,oneIter
exon_3,5000,1.0,1.057792622098514,3000,oneIter
exon_1,1500,1.0,0.9195122439956255,0,oneIter
exon_2,1500,3.6,2.176405335568462,1500,oneIter
exon_3,5000,1.0,1.0569800476175335,3000,oneIter
exon_1,1500,1.0,0.9036306203146033,0,oneIter
exon_2,1500,3.6,2.2393646841555026,1500,oneIter
exon_3,5000,1.0,1.058685774908193,3000,oneIter
exon_1,1500,1.0,0.9133497623927012,0,oneIter
exon_2,1500,3.6,2.2301418507657647,1500,oneIter
exon_3,5000,1.0,1.058744376729693,3000,oneIter
exon_1,1500,1.0,0.9271487013776539,0,oneIter
exon_2,1500,3.6,2.142182925212624,1500,oneIter
exon_3,5000,1.0,1.0613816172808084,3000,oneIter
