feature,start,end,length,txrate,is_intron,intron_h,is_PAS,PAS_h,time
exon_1,0,5000,5000,1.2,False,0,False,0,4.166666666666667
exon_2,5000,10000,5000,0.6,False,0,False,0,8.333333333333334
exon_3,10000,15000,5000,1.0,False,0,False,0,5.0
PAS,15000,15001,1,1.0,False,0,True,5,0.001
RTR,15001,20001,5000,1.0,False,0,False,0,5.0
