feature,start,end,length,txrate,is_intron,intron_h,is_PAS,PAS_h,time
exon_1,0,22500,22500,1.2,False,0,False,0,18.75
exon_2,22500,45000,22500,0.6,False,0,False,0,37.5
exon_3,45000,50000,5000,1.0,False,0,False,0,5.0
PAS,50000,50001,1,1.0,False,0,True,5,0.001
RTR,50001,55001,5000,1.0,False,0,False,0,5.0
